time_ps,leached_count
6.250000,4
6.260000,4
6.270000,4
6.280000,4
6.290000,3
6.300000,3
6.310000,3
6.320000,3
6.330000,3
6.340000,3
6.350000,2
6.360000,2
6.370000,2
6.380000,2
6.390000,2
6.400000,2
6.410000,2
6.420000,2
6.430000,2
6.440000,2
6.450000,2
6.460000,2
6.470000,2
6.480000,2
6.490000,2
6.500000,3
6.510000,3
6.520000,3
6.530000,3
6.540000,3
6.550000,3
6.560000,3
6.570000,3
6.580000,2
6.590000,2
6.600000,3
6.610000,3
6.620000,3
6.630000,3
6.640000,3
6.650000,3
6.660000,3
6.670000,4
6.680000,4
6.690000,4
6.700000,4
6.710000,4
6.720000,3
6.730000,3
6.740000,2
6.750000,2
6.760000,2
6.770000,2
6.780000,2
6.790000,2
6.800000,3
6.810000,3
6.820000,3
6.830000,3
6.840000,3
6.850000,2
6.860000,2
6.870000,2
6.880000,2
6.890000,2
6.900000,2
6.910000,2
6.920000,2
6.930000,2
6.940000,2
6.950000,2
6.960000,2
6.970000,3
6.980000,3
6.990000,3
7.000000,3
7.010000,3
7.020000,3
7.030000,4
7.040000,4
7.050000,4
7.060000,3
7.070000,3
7.080000,3
7.090000,2
7.100000,2
7.110000,2
7.120000,2
7.130000,3
7.140000,3
7.150000,2
7.160000,2
7.170000,2
7.180000,3
7.190000,3
7.200000,3
7.210000,4
7.220000,4
7.230000,4
7.240000,4
7.250000,4
7.260000,4
7.270000,4
7.280000,3
7.290000,3
7.300000,3
7.310000,2
7.320000,2
7.330000,2
7.340000,2
7.350000,2
7.360000,2
7.370000,2
7.380000,3
7.390000,3
7.400000,4
7.410000,4
7.420000,4
7.430000,4
7.440000,3
7.450000,3
7.460000,3
7.470000,3
7.480000,3
7.490000,3
7.500000,2
7.510000,2
7.520000,2
7.530000,2
7.540000,2
7.550000,2
7.560000,2
7.570000,2
7.580000,2
7.590000,2
7.600000,2
7.610000,2
7.620000,2
7.630000,2
7.640000,2
7.650000,2
7.660000,2
7.670000,2
7.680000,2
7.690000,2
7.700000,2
7.710000,3
7.720000,3
7.730000,4
7.740000,4
7.750000,4
7.760000,4
7.770000,4
7.780000,4
7.790000,4
7.800000,4
7.810000,4
7.820000,4
7.830000,4
7.840000,4
7.850000,4
7.860000,4
7.870000,4
7.880000,4
7.890000,4
7.900000,4
7.910000,4
7.920000,4
7.930000,4
7.940000,4
7.950000,4
7.960000,4
7.970000,4
7.980000,3
7.990000,3
8.000000,3
8.010000,3
8.020000,3
8.030000,3
8.040000,3
8.050000,3
8.060000,3
8.070000,3
8.080000,3
8.090000,3
8.100000,3
8.110000,3
8.120000,4
8.130000,4
8.140000,4
8.150000,4
8.160000,4
8.170000,4
8.180000,4
8.190000,4
8.200000,4
8.210000,4
8.220000,4
8.230000,4
8.240000,4
8.250000,4
8.260000,4
8.270000,3
8.280000,3
8.290000,3
8.300000,3
8.310000,3
8.320000,3
8.330000,3
8.340000,3
8.350000,3
8.360000,4
8.370000,4
8.380000,4
8.390000,4
8.400000,4
8.410000,4
8.420000,4
8.430000,4
8.440000,4
8.450000,4
8.460000,4
8.470000,4
8.480000,4
8.490000,4
8.500000,4
8.510000,4
8.520000,4
8.530000,4
8.540000,4
8.550000,4
8.560000,4
8.570000,4
8.580000,4
8.590000,4
8.600000,4
8.610000,4
8.620000,4
8.630000,4
8.640000,4
8.650000,4
8.660000,4
8.670000,4
8.680000,4
8.690000,4
8.700000,4
8.710000,5
8.720000,5
8.730000,5
8.740000,5
8.750000,5
8.760000,5
8.770000,5
8.780000,5
8.790000,4
8.800000,4
8.810000,4
8.820000,4
8.830000,4
8.840000,4
8.850000,4
8.860000,4
8.870000,4
8.880000,4
8.890000,4
8.900000,4
8.910000,4
8.920000,5
8.930000,5
8.940000,5
8.950000,5
8.960000,5
8.970000,5
8.980000,5
8.990000,4
9.000000,4
9.010000,4
9.020000,4
9.030000,4
9.040000,5
9.050000,5
9.060000,4
9.070000,4
9.080000,4
9.090000,4
9.100000,4
9.110000,4
9.120000,4
9.130000,4
9.140000,4
9.150000,4
9.160000,4
9.170000,4
9.180000,3
9.190000,3
9.200000,3
9.210000,3
9.220000,3
9.230000,3
9.240000,4
9.250000,4
9.260000,4
9.270000,4
9.280000,4
9.290000,4
9.300000,4
9.310000,4
9.320000,4
9.330000,4
9.340000,4
9.350000,4
9.360000,4
9.370000,4
9.380000,4
9.390000,4
9.400000,4
9.410000,4
9.420000,4
9.430000,4
9.440000,5
9.450000,5
9.460000,5
9.470000,5
9.480000,4
9.490000,4
9.500000,4
9.510000,4
9.520000,4
9.530000,4
9.540000,4
9.550000,4
9.560000,4
9.570000,4
9.580000,5
9.590000,5
9.600000,5
9.610000,5
9.620000,5
9.630000,5
9.640000,5
9.650000,4
9.660000,4
9.670000,4
9.680000,4
9.690000,4
9.700000,4
9.710000,4
9.720000,4
9.730000,4
9.740000,4
9.750000,4
9.760000,4
9.770000,4
9.780000,4
9.790000,4
9.800000,4
9.810000,4
9.820000,4
9.830000,4
9.840000,4
9.850000,4
9.860000,4
9.870000,5
9.880000,5
9.890000,5
9.900000,5
9.910000,5
9.920000,5
9.930000,5
9.940000,5
9.950000,5
9.960000,5
9.970000,5
9.980000,5
9.990000,5
10.000000,4
